"Period","Industry","Unit","RBNZ_Series","Loans_By_Industry","CPI_All_Groups","CPI_Item","Fisher_Ideal_House_Prices","Real_Loans_By_Industry","Quarterly_PC","Annual_PC","Floating_First_Mortgage_Interest_Rate","Paid_Hours_Worked","Real_GDP","Real_Mortgages","House_Mortgage_Interest_Rate","Labour_Paid_Hours_Worked","Log_GDP","Log_Fisher_Ideal_House_Prices","Estimated_Real_Housing_Mortgages","Trend","Nominal_Estimate","Estimate"
2022-02-28,"Households - Housing","NZDm","BSZA.MAE2A4.H1",236911,1134.75108714681,"All groups",7.96213919358577,29754.6920795925,-0.178698791654341,-1.46080565210835,4.83,70.3307011167561,68.4276928671686,10.3007421154989,1.57484646766448,4.25320841922738,4.22577760917126,2.07469770666417,NA,63,NA,1331.03391308074
2022-03-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",238102,1141.81943190625,"All groups",7.96767536817956,29883.4966282519,0.43288819227183,-0.361340121058606,4.99,70.3762774947525,68.6213238398224,10.3050616547647,1.60743590976343,4.25385623897364,4.22860332957622,2.07539277750699,NA,64,NA,1327.47452217422
2022-04-30,"Households - Housing","NZDm","BSZA.MAE2A4.H1",239154,1148.69437924933,"All groups",7.9127254334096,30223.9730182257,1.13934588782978,1.39564900536964,5.36,70.4252685001793,68.8136359642521,10.3163906970141,1.67896397508271,4.25455212632427,4.23140192245566,2.0684722778587,NA,65,NA,1325.57099683617
2022-05-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",240131,1155.79065949799,"All groups",7.8084511574611,30752.7056464394,1.74938161801186,3.35413844706305,5.46,70.5109457442816,69.012865989752,10.333733257866,1.69744878975681,4.25576795655096,4.23429295083467,2.05520662887864,NA,66,NA,1338.7089202143
2022-06-30,"Households - Housing","NZDm","BSZA.MAE2A4.H1",240977,1162.60871367492,"All groups",7.68173988959346,31370.1067028388,2.00763166499107,4.97468583773897,5.85,70.6565036600178,69.2012803384762,10.3536107026083,1.76644166124377,4.25783015952955,4.23701936445357,2.03884606962558,NA,67,NA,1349.89840269456
2022-07-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",241756,1169.56408610784,"All groups",7.54520511059842,32041.0110071648,2.13867396334126,6.01190977719372,6.23,70.8924393711801,69.3863418573637,10.3747719552152,1.82937633279936,4.26116378992774,4.23969004493645,2.02091227682028,NA,68,NA,1367.18787759651
2022-08-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",242539,1176.40667837864,"All groups",7.42438488865204,32667.8915004412,1.95649411042689,6.22769871379933,6.71,71.1998900626278,69.5564304598291,10.3941479631931,1.90359895098359,4.26549127435252,4.24213837218072,2.00476983797788,NA,69,NA,1384.1133452819
2022-09-30,"Households - Housing","NZDm","BSZA.MAE2A4.H1",243458,1182.9050022741,"All groups",7.34280595944651,33155.9898688037,1.49412265666409,5.69294578077832,6.78,71.5424903775261,69.7018424679446,10.4089786691499,1.9139771019523,4.27029154420522,4.24422675167742,1.99372105287812,NA,70,NA,1407.30616697833
2022-10-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",244335,1189.47558293568,"All groups",7.30686254465111,33439.1126843986,0.853911515581962,4.36347553740177,7.2,71.9192884579538,69.8289582281776,10.4174815322891,1.97408102602201,4.2755444965932,4.24604879806096,1.98881398117068,NA,71,NA,1418.38480093132
2022-11-30,"Households - Housing","NZDm","BSZA.MAE2A4.H1",245508,1195.67852970609,"All groups",7.29581263718517,33650.5352054546,0.632261157918146,3.0079801905798,7.49,72.2832006165915,69.9330537998012,10.4237842400119,2.01356879752913,4.28059174554875,4.24753841014312,1.98730057223192,NA,72,NA,1428.71835180574
2022-12-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",246546,1201.91067591845,"All groups",7.27609078269277,33884.4040520282,0.694992947796425,2.19693088973303,7.89,72.6346957851006,70.0263907741881,10.4307101300473,2.06559613485778,4.28544271104734,4.24887218205838,1.98459373758364,NA,73,NA,1437.79522950325
2023-01-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",247233,1207.94537560748,"All groups",7.22256964759898,34230.6148729474,1.02174091770233,2.36699518919363,7.89,72.9427749185913,70.1106751763193,10.440875694347,2.06559613485778,4.28967522850925,4.25007506741526,1.97721079645457,NA,74,NA,1458.04046194208
